Track_URI,Track_Name,Main_Artist,Album,Track_Popularity,Release_Year,Album_Popularity,Artist_Popularity,Artist_Followers,Artist_Genres
spotify:track:6phmKeRhJUsiSBJgMkgjg8,"Alwayz Into Somethin'",N.W.A.,Efil4zaggin,62,1991,59,63,5126877,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap"
spotify:track:2V7BGxa9Bso5xoL1l7hitV,"Road To The Riches","Kool G Rap & DJ Polo","Road To The Riches",42,1989,34,22,51444,"hardcore hip hop, queens hip hop"
spotify:track:1KYzOVIcp7Oe6FTuIvHrpz,"Everything's Gonna Be Alright","Naughty By Nature","Naughty By Nature",0,1991,0,57,1066704,"east coast hip hop, hip hop, new jersey rap"
spotify:track:4HfxDJ0uLHTLe0fZrx0MbQ,"Check the Rhime","A Tribe Called Quest","The Low End Theory",69,1991,67,65,1936639,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop"
spotify:track:2jpd11oy0FGFebu6BpKSse,"4,3,2,1","LL COOL J",Phenomenon,53,1997,49,61,1547213,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
spotify:track:4xHQTdD5oItTLv0rTjM5XN,"Song Cry",JAY-Z,"The Blueprint (Explicit Version)",54,2001,66,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:09wQdd0JQbkp9yKfRfwhjG,"Got Ur Self A Gun",Nas,Stillmatic,57,2001,58,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:0B2ZuTLZnWQ6gz8RlNwBu1,"On Fire","Lloyd Banks","The Hunger For More",62,2004,61,60,1325337,"gangster rap, hardcore hip hop, hip hop, pop rap, queens hip hop, rap"
spotify:track:3kZoay4ANo86ehb6s4RwS9,Ridin',Chamillionaire,"The Sound of Revenge",72,2005,63,55,833045,"dirty south rap, southern hip hop"
spotify:track:77q65VGEbRnJlnX50UfnZS,"Drop The World","Lil Wayne","Rebirth (International Explicit Deluxe Version)",62,2010,52,84,13865203,"hip hop, new orleans rap, pop rap, rap, trap"
spotify:track:0eneujAc4PxkdjP25Gsue1,"False Prophets","J. Cole","False Prophets",61,2016,51,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:1wIQtB3UQ1TfjNMZZqO6eh,"everybody dies","J. Cole","everybody dies",64,2016,54,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:1jzIJcHCXneHw7ojC6LXiF,"Potato Salad","Tyler, The Creator","Potato Salad",74,2018,63,84,12187459,"hip hop, rap"
spotify:track:3zmduBNsQ6BPDTZAkXzG5K,"Can't Be Touched (feat. Mr. Magic & Trouble)","Roy Jones Jr.","Body Head Bangerz, Vol. 1",76,2004,67,55,65541,
spotify:track:2IIDc0bzqE2MePkc67fcnt,"The Dangerous Three","R.A. The Rugged Man","Legends Never Die",0,2013,0,45,134590,"conscious hip hop, east coast hip hop"
spotify:track:2fpzSINgTCbf4sS7LH39G5,"Sag My Pants",Hopsin,Raw,58,2010,53,59,2447240,"conscious hip hop"
spotify:track:3IxqPuIsNbuudNO3cT9n8P,"I Ain't No Joke","Eric B. & Rakim","Paid In Full",45,1987,45,51,639784,"bboy, east coast hip hop, golden age hip hop, hip hop, old school hip hop"
spotify:track:2oSPru8bef0EMhF9tvMSLn,"Down With the King (feat. Pete Rock & C.L. Smooth)",Run–D.M.C.,"Down With The King",50,1993,42,59,1266208,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
spotify:track:27mgDrExPa3obPAYXd3yQg,"Square Dance",Eminem,"The Eminem Show",64,2002,88,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:3VmrLy4WZLHDgTXENCIz2p,"Kool Aid and Frozen Pizza","Mac Miller","Kool Aid and Frozen Pizza",25,2010,15,81,9279453,"hip hop, pittsburgh rap, pop rap, rap"
spotify:track:29GefKRTSVW3ag4Xegm8jP,"Nikes On My Feet","Mac Miller",K.I.D.S.,34,2010,41,81,9279453,"hip hop, pittsburgh rap, pop rap, rap"
spotify:track:4pdLZsxq0y5oJDb6Cxlokw,"You Got Me","The Roots","Things Fall Apart",69,1999,61,57,1311358,"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop"
spotify:track:0kspjcYtht8TxQAYWceyHI,"Phone Tap",AZ,"The Album",50,1997,44,54,351968,"alternative hip hop, hardcore hip hop, hip hop"
spotify:track:2sK1a4QxXQm6Jq8z2R1WgO,"Afro Puffs","The Lady Of Rage","Above The Rim",0,2001,0,35,36735,"alternative r&b, g funk"
spotify:track:5ZEdSY99Mj5U4MIF97EKER,Darkside/Gone,"Dr. Dre",Compton,48,2015,55,78,10140981,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:0usovqilR2yhLw9zWEaWzk,"Last Dayz",Onyx,"Best Of Onyx",52,2015,43,49,483548,"east coast hip hop, hardcore hip hop, queens hip hop"
spotify:track:4ZvBRh1uWpZTKH5gNdVRdm,"Shut 'Em Down",Onyx,"Shut 'Em Down",49,1998,45,49,483548,"east coast hip hop, hardcore hip hop, queens hip hop"
spotify:track:7KZs2C1UGjrIfVXXuvtb20,"Talking To My Diary","Dr. Dre",Compton,53,2015,55,78,10140981,"g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:074v54tSEWLbq3Hu5wf6uh,"The Whole World (feat. Killer Mike)",Outkast,"Big Boi & Dre Present...OutKast",56,2001,49,73,2306098,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop"
spotify:track:0FNPiAAdWdWaGr7JOnlKmi,Imagine,"Snoop Dogg","Tha Blue Carpet Treatment",56,2006,65,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:1r3cH3Y1QGe8VseL8GEvn2,"Shit Hits The Fan","Obie Trice",Cheers,64,2003,60,57,1006370,"detroit hip hop, gangster rap"
spotify:track:79sM5tBIBJascGwZWLN2fM,"Check It Out","Das EFX","Straight Up Sewaside",41,1993,41,54,361903,"east coast hip hop, hardcore hip hop"
spotify:track:38aGhG0KaU7m5K1OTH62aM,"Buck 'Em","Snoop Dogg","No Limit Top Dogg",59,1999,61,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:2212oBX0YELcs0sr6DqGer,"Music & Me","Nate Dogg","Music and Me",62,2001,60,74,1465314,"g funk, gangster rap, hardcore hip hop, hip hop, west coast rap"
spotify:track:00R0fEFZGb5hyTgF1nrRCq,"Look Over Your Shoulder (feat. Kendrick Lamar)","Busta Rhymes","Extinction Level Event 2: The Wrath of God",54,2020,50,69,2479602,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
spotify:track:2urJxa3KkccPsxKW27VE7X,"Don't Go","Busta Rhymes","Extinction Level Event 2: The Wrath of God",35,2020,50,69,2479602,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
spotify:track:0j7XRalEIzsfiFEP1bVRyq,Czar,"Busta Rhymes","Extinction Level Event 2: The Wrath of God",37,2020,50,69,2479602,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
spotify:track:6E2uPAR0i6CSKbOmeRWiDN,"Slow Flow","Busta Rhymes","Extinction Level Event 2: The Wrath of God",36,2020,50,69,2479602,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
spotify:track:3pZhyAO8XNWuv27MXk0HNM,"Calm Down (feat. Eminem)","Busta Rhymes","Extinction Level Event 2: The Wrath of God (Reloaded)",48,2020,41,69,2479602,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap"
spotify:track:2FjvG9IQg242g2LEornfjy,"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)","Funk Flex","The Tunnel",60,1999,52,50,160170,"bronx hip hop, east coast hip hop"
spotify:track:6DPrhGVJ1WTZvM9fKptnGe,Represent,Nas,Illmatic,68,1994,74,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:2GjdI973iM4W4Pl7Tckcke,"Still Strugglin' - Instrumental",Raekwon,"This Is East Coast Hip Hop",53,2007,51,66,561943,"east coast hip hop, hardcore hip hop"
spotify:track:5sqHFfmw7MMc1L85BN8802,"THat Part - Black Hippy Remix","ScHoolboy Q","THat Part (Black Hippy Remix)",52,2016,42,70,4558124,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:0AeXtgRernMx6BDInIxtm8,"Freedom Form Flowing","Gift Of Gab","Freedom Form Flowing",45,2018,35,39,60374,"abstract hip hop, alternative hip hop"
spotify:track:6cS9PmLky2NhLOhpIsUlow,Gnat,Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",68,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:1cEUi8QulMj1xgrPwwGC2p,"Tone Deaf",Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",60,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:2lPE6W6ONJKmBE6hLjpIYo,"Zeus (feat. White Gold)",Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",63,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:1oHXeD1gQQCQUYHeHp2HMU,Discombobulated,Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",57,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:3WpHqtFUwzIQBsV9YC5iNc,"Guns Blazing (feat. Dr. Dre & Sly Pyper)",Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",59,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:08ir631EiCA7xIms7JDp15,"Book of Rhymes (feat. DJ Premier)",Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",57,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:0FLIBDpU2S5bb6TfMB4NuQ,Killer,Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",58,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:0uAkm1iQLrzweZ4U1iXy6w,"Alfred’s Theme",Eminem,"Music To Be Murdered By - Side B (Deluxe Edition)",58,2020,71,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:5YIF6HSOtHN9HdcE5IPzMe,"Funky Cold Medina",Tone-Loc,"Loc-ed After Dark",61,1989,57,46,268724,"hip hop, miami bass"
spotify:track:7zVVkNOKWMd46nwMUgHPmL,"Run My Shit",Mindflip,"Run My Shit",51,2021,41,44,24635,
spotify:track:1pTwnzkVWiUNySRqRV8xO5,Sunshine,"Mos Def","The New Danger",0,2004,0,63,1382128,"conscious hip hop, east coast hip hop, hip hop"
spotify:track:41bIQPBE1lFN0mmw6Lmssz,"21 Questions","50 Cent","Get Rich Or Die Tryin'",77,2003,77,81,11915057,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap"
spotify:track:1FKLwRWchfEQIDdTaw4pj5,"It's Mine (feat. Nas)","Mobb Deep","Murda Muzik",49,1999,57,64,1885780,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop"
spotify:track:6uzesxG4dlBg3faZmzL6Qs,"The Setup","Obie Trice",Cheers,59,2003,60,57,1006370,"detroit hip hop, gangster rap"
spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm,"Dirt Off Your Shoulder",JAY-Z,"The Black Album",68,2003,68,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:6xATr19XW3w1QtxVHuLfG6,"Ruff Ryders' Anthem",DMX,"The Best Of DMX",0,2010,0,68,4495209,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:6gpZSI0xEMTzleBc5ykOVA,"Heart Of The City (Ain't No Love)",JAY-Z,"The Blueprint (Explicit Version)",65,2001,66,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:4w5m4X0OZ2IslxNOgtntTN,"Crime Pays","Freddie Gibbs",Bandana,61,2019,58,64,1179576,"alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop"
spotify:track:4LXsPdBcHAuttD9mKyhA8a,"Juice (Know The Ledge)","Eric B. & Rakim",Gold,59,2005,49,51,639784,"bboy, east coast hip hop, golden age hip hop, hip hop, old school hip hop"
spotify:track:61VlApj8p2ZaP0WTunTrKT,"Give Up the Goods (Just Step) (feat. Big Noyd)","Mobb Deep","The Infamous",63,1995,73,64,1885780,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop"
spotify:track:4SN5Kkig8iJ8vdwsOoP7IO,Cataracts,"Freddie Gibbs",Bandana,47,2019,58,64,1179576,"alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop"
spotify:track:4DuUwzP4ALMqpquHU0ltAB,"Tyler Herro","Jack Harlow","Tyler Herro",70,2020,60,77,2960172,"deep underground hip hop, kentucky hip hop, pop rap, rap"
spotify:track:0jc0dX55DtUJaHRw8rreNd,"Giannis (feat. Anderson .Paak)","Freddie Gibbs",Bandana,49,2019,58,64,1179576,"alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop"
spotify:track:0dYWwqHOGQkDvAd9krnkPS,Verified,"Dillon Cooper",Verified,0,2018,0,46,36574,
spotify:track:7kDH4vd3pnYqcvd4yPJb6F,Word,"Dillon Cooper",Word,18,2020,10,46,36574,
spotify:track:6jawC4HnwfnVzb7vCbN8Mt,Fly,Mindflip,Fly,41,2021,31,44,24635,
spotify:track:6R837L5prXTflEAD2GI6vX,Lucifer,JAY-Z,"The Black Album",43,2003,52,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:4O7oKy8YADaBrbehcPl0kE,"U Don't Know",JAY-Z,"The Blueprint (Explicit Version)",61,2001,66,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:0R0zZnqPg7yOWb4PRmW8nC,"Where I'm From",JAY-Z,"In My Lifetime, Vol.1",50,1997,55,82,8513764,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
spotify:track:01xhMrdCefADl7HSttJaf7,Infinite,Eminem,Infinite,1,1996,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:01CuCSqlNItevX7F1GcopF,"So Wat Cha Sayin'",EPMD,"Unfinished Business",46,1989,39,49,381705,"east coast hip hop, golden age hip hop, hip hop, old school hip hop"
spotify:track:46wcI2boTK1hCco4ZAuDXz,Manifest,"Gang Starr","Mass Appeal: The Best Of Gang Starr (Explicit)",36,2006,35,61,876177,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop"
spotify:track:0fKolf0hpjCwjTSLszadI8,"Loungin (Who Do Ya Luv)","LL COOL J","All World",52,1996,49,61,1547213,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
spotify:track:5hOrYYtUd96bIOBjuSEArP,"How's It Goin' Down",DMX,"It's Dark And Hell Is Hot",62,1998,69,68,4495209,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:20DcrlNK0NcRknbX4wcEO4,"Luchini AKA This Is It","Camp Lo","Uptown Saturday Night",60,1997,54,43,148867,"bronx hip hop, east coast hip hop, jazz rap"
spotify:track:6yZAdQyPJtXjATvAT8ERQg,"Coolie High","Camp Lo","Uptown Saturday Night",55,1997,54,43,148867,"bronx hip hop, east coast hip hop, jazz rap"
spotify:track:4UTpObwAYO67yymOoCeXwS,Framed,Eminem,Revival,51,2017,70,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:57Bs2m3Pn2KFGSaTVZimg9,"Session One",Eminem,"Recovery (Deluxe Edition)",46,2010,56,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:4iTyf5pLZMOR8YrEZgSopo,Believe,Eminem,Revival,56,2017,70,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:4xs1uoAjiWAEecX9yKGSF6,"Nowhere Fast (feat. Kehlani)",Eminem,Revival,55,2017,70,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:15JINEqzVMv3SvJTAXAKED,"Love The Way You Lie",Eminem,Recovery,86,2010,82,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:3Tj1luJyKPQt7WbrqpJ2Az,"Cold Wind Blows",Eminem,Recovery,62,2010,82,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:3KUYXr6XjFH76vCyZNh12Q,"BLOCK PARTY (feat. Kirk Knight)","CJ Fly",RUDEBWOY,31,2020,31,45,91350,"underground hip hop"
spotify:track:7uibZkxe0r0eWnlT1JdHVM,"Nino Senja",Devaloop,"From The Bits To The Cosmos",0,2017,0,36,11591,"chillhop, jazz boom bap"
spotify:track:2AsUIjkkqwLnv5vkiwkvsT,"Natural Born Killaz","Ice Cube","Featuring...Ice Cube",58,1997,53,73,7182301,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap"
spotify:track:4JKDEhzyExiCSwAU6EUTsz,"Party With A D.P.G.","Snoop Dogg","No Limit Top Dogg",30,1999,61,81,9993866,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
spotify:track:6lvkJqFYb6s4oBcGI6BYea,EPMD,Nas,EPMD,37,2021,26,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:4NxgsMKJwLKFtPbTqVjl1p,"King's Disease",Nas,"King's Disease",46,2020,57,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:4XSgarKBkdfFE3mygV0yY7,"Red Light - Green Light","Limp Bizkit","Results May Vary",44,2003,70,72,5255303,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock"
spotify:track:7e0nXDIIa6hFqI4HmuanLP,"Soul Food II",Logic,"No Pressure",54,2020,65,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:1OmmCrliFMIWzNke437KHE,GP4,Logic,"No Pressure",51,2020,65,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:6MF4tRr5lU8qok8IKaFOBE,"Under The Sun (with J. Cole & Lute feat. DaBaby)",Dreamville,"Revenge Of The Dreamers III",77,2019,74,67,547229,"hip hop, pop rap, rap, underground hip hop"
spotify:track:0mwXfPCm4AMaz9J0Cn7FXJ,"Beautiful Pain",Eminem,"The Marshall Mathers LP2 (Deluxe)",0,2013,0,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:4xFLyM4FkPrh2EOODkwPES,"Just Don't Give A Fuck",Eminem,"The Slim Shady LP (Expanded Edition)",53,1999,64,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:2iOCEiSIxjF02O1zFvcCCA,"5 Wagon","Meyhem Lauren",Glass,52,2018,43,43,60344,"alternative hip hop, boom bap, queens hip hop"
spotify:track:2gyYjQWXKxemhAyMPgctIx,"i n t e r l u d e","J. Cole","i n t e r l u d e",1,2021,0,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:2PoOKmsAbDU1MvCkN9FJFq,"Next Chamber (feat. Method Man, Raekwon & Willie The Kid)","Peter Rosenberg","Next Chamber (feat. Method Man, Raekwon & Willie The Kid)",28,2021,18,23,5713,"boom bap"
spotify:track:2wAJTrFhCnQyNSD3oUgTZO,"Work Out","J. Cole","Cole World: The Sideline Story",85,2011,78,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:5R691ipUYRDYW6ehapjoj6,"9 5 . s o u t h","J. Cole","The Off-Season",67,2021,79,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:1d7q712nXjG98HiwHk7HFS,"a p p l y i n g . p r e s s u r e","J. Cole","The Off-Season",63,2021,79,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:1D3z6HTiQsNmZxjl7F7eoG,"m y . l i f e (with 21 Savage & Morray)","J. Cole","The Off-Season",81,2021,79,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:4YiY551vHi6glMtgVxuqAy,"c l o s e","J. Cole","The Off-Season",62,2021,79,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:5BwQjRasNcdRPuVWKcHto2,"h u n g e r . o n . h i l l s i d e (with Bas)","J. Cole","The Off-Season",65,2021,79,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:4ezafcOuI5em8LoE2xxnpv,"What U See Is What U Get",Xzibit,"40 Dayz & 40 Nightz",48,1999,41,64,1867596,"detroit hip hop, g funk, gangster rap, hardcore hip hop, hip hop, west coast rap"
spotify:track:6xOY7m6xIwILDYKGnt937A,"Do You Like It... Doo You Want It... (feat. Jay-Z)",Diddy,Forever,36,1999,47,70,1507662,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap"
spotify:track:31JBtF1HCTZlFnmJDxZrD4,"Beast Unleashed","Vin Jay","Beast Unleashed",64,2018,54,53,95269,"nyc rap"
spotify:track:14DEIfjUNcUwh6iqF9vJEc,U.O.E.N.O.,"Black Hippy","Black Hippy 2",36,2014,39,42,314732,"underground hip hop"
spotify:track:0LifrhLuCm3Iza2bvbxOYs,"Mumble Rapper Vs. Lyricist","Vin Jay",Prophecy,50,2020,47,53,95269,"nyc rap"
spotify:track:6dW64vFw23XYoPihztXZuv,"How You Live It (feat. Joey Bada$$)","Nyck Caution","How You Live It (feat. Joey Bada$$)",32,2020,22,46,89673,"indie hip hop, underground hip hop"
spotify:track:2jeUX4OsipQqpeiBCWSnGR,"Stockholm Syndrome (feat. KXNG Crooked)",Russ,CHOMP,47,2020,41,74,4882085,"hawaiian hip hop, pop rap"
spotify:track:67juGXaqmo3uldt3rknTS1,"Squad Up",Streetlife,"Squad Up",42,2019,32,38,21051,"bronx hip hop, wu fam"
spotify:track:1vi9adPJiD4d22ybGp25hy,"Cops Shot The Kid",Nas,NASIR,47,2018,51,73,3356487,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
spotify:track:6m49tZii9UUttOgDozxjI1,"The City","The Game","The R.E.D. Album",48,2011,59,70,4735385,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:4UrWls30wtlSJjzaqtpNcJ,"Inside Job (feat. DJ Premier)",Russ,CHOMP,35,2020,41,74,4882085,"hawaiian hip hop, pop rap"
spotify:track:3CoeJWLewourwQO1JGL6rT,"Who Wants What (feat. Ab-Soul)",Russ,CHOMP,34,2020,41,74,4882085,"hawaiian hip hop, pop rap"
spotify:track:5eOmhymcp3AisKPVAytrs6,"Poe Mans Dreams (His Vice) (feat. GLC)","Kendrick Lamar",Section.80,58,2011,73,87,24838118,"conscious hip hop, hip hop, rap, west coast rap"
spotify:track:47AXrK5s1CmF8onK3XKlL1,"Down For My Niggaz",C-Murder,"Best Of C-Murder",27,2005,19,43,487256,"crunk, dirty south rap, new orleans rap"
spotify:track:7uKSil5r7uHexnM9lukPTc,"Willy Wonka (feat. Offset)",Macklemore,GEMINI,54,2017,73,75,2099507,"pop rap, seattle hip hop"
spotify:track:0ERnYArznxdTBEIj1VSta8,"man i is",Logic,"No Pressure",58,2020,65,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:4z4wlNezHAH21HbBPXSLGF,"Speak On It","Young Maylay","San Andreas Original Mixtape",0,2005,0,42,36492,
spotify:track:2e3YoddL43UkaSqhYGqfKz,"Do You See","Warren G","Regulate… G Funk Era",52,1994,70,62,2268524,"g funk, gangster rap, hardcore hip hop, hip hop, west coast rap"
spotify:track:3qS7e90qw261qobBZvdoUA,"Knock the Box","Young Maylay","San Andreas Original Mixtape",0,2005,0,42,36492,
spotify:track:1vvnYpYEMVB4aq9I6tHIEB,"4 Your Eyez Only","J. Cole","4 Your Eyez Only",69,2016,76,84,20867558,"conscious hip hop, hip hop, north carolina hip hop, rap"
spotify:track:4Q1bdY8amA8pFSGAVKC9EM,"The Difference","Markis Precise","No Wings Without Scars",5,2020,8,15,2383,
spotify:track:5nlgrK3ekdtlvB09Yuq7zL,Stuck,"Prop Dylan",Stuck,20,2021,11,31,19335,"swedish hip hop"
spotify:track:3hvY04OMi5O3BQGCWviwUx,"From A Distance","Markis Precise","No Wings Without Scars",6,2020,8,15,2383,
spotify:track:3P8Psm5M7rOjWDhHbeAOZH,"Sweet Stuff","Markis Precise","Sweet Stuff",25,2021,15,15,2383,
spotify:track:7aRGb3vZGMLNpK2PEdUjdA,"He Got Game","Public Enemy","He Got Game (Soundtrack)",60,1998,50,54,1015315,"conscious hip hop, east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop"
spotify:track:18lnke8wNQ18t5vjQbkHzu,"I Do It For Hip Hop",Ludacris,"Theater Of The Mind (Expanded Edition)",34,2008,46,74,2632177,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap"
spotify:track:6QZZAdLvmRKCKeWCeocsQV,Seven,"Celph Titled","Ritual of Battle",45,2007,41,44,57138,"deep flow, flick hop, underground rap"
spotify:track:1Z7C8ClE8UEaH70jCCeJH2,"Ten Crack Commandments - 2014 Remaster","The Notorious B.I.G.","Life After Death (2014 Remastered Edition)",67,1997,78,76,9107911,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:3Jz54sbuWFEksVfyegmM91,"The Last 2 Minutes (feat. Iron Mic)","Method Man","The Last 2 Minutes (feat. Iron Mic)",34,2021,24,69,1960195,"east coast hip hop, hardcore hip hop, hip hop"
spotify:track:2yHLZ5VJArsyxKAyCnETiQ,"All That I Got Is You (feat. Mary J. Blige) - Remix","Ghostface Killah","Ironman (25th Anniversary)",20,2021,30,64,829411,"east coast hip hop, hardcore hip hop"
spotify:track:5iozkhSH9ZyOupcJvXfSL0,Palace,"A$AP Rocky",LIVE.LOVE.A$AP,58,2011,70,81,12569756,"east coast hip hop, hip hop, rap, trap"
spotify:track:6lmMjq57ysbPyknJZjKuWI,"Houston Old Head","A$AP Rocky",LIVE.LOVE.A$AP,60,2011,70,81,12569756,"east coast hip hop, hip hop, rap, trap"
spotify:track:1hzwB2s7vS4UrTRNmzTplM,"Assassination Day (feat. Raekwon, RZA & Inspektah Deck)","Ghostface Killah","Ironman (25th Anniversary)",24,2021,30,64,829411,"east coast hip hop, hardcore hip hop"
spotify:track:5RrdkPOR6H7NUpQNVDpu0f,"Iron Flag (feat. Raekwon, Masta Killa, Inspectah Deck, U-God, Ghostface Killah, RZA & Cappadonna)","Wu-Tang Clan","Wu-Tang Iron Flag",45,2001,49,66,2799812,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
spotify:track:3tTpvK7QgjjQCKGnHt5xn3,Peso,"A$AP Rocky",LIVE.LOVE.A$AP,66,2011,70,81,12569756,"east coast hip hop, hip hop, rap, trap"
spotify:track:2Wf2u3sZ8rR1sdiBuSbeR0,DadBod,Logic,"No Pressure",53,2020,65,74,5924862,"conscious hip hop, hip hop, pop rap, rap"
spotify:track:3ArybqsszDpimBSSJmvtAB,"I Got Soul Freestyle","Ghostface Killah","Bob James Freestyle",16,2021,12,64,829411,"east coast hip hop, hardcore hip hop"
spotify:track:40YbWniIEmqy6s58fYXLUh,"Never Love Again",Eminem,"Music To Be Murdered By",68,2020,78,88,74360232,"detroit hip hop, hip hop, rap"
spotify:track:2WYZfrZJX2YSFXW29tpHrV,"Rock Stars","Non Phixion","The Future Is Now",0,2002,0,38,71261,"east coast hip hop, political hip hop"
spotify:track:6LiMKCpOHPtIduij8Zp45c,"It's Us","Non Phixion","The Future Is Now",0,2002,0,38,71261,"east coast hip hop, political hip hop"
